text,category
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,Account Enquiry
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,Account Enquiry
I want to cancel a transaction from this morning.,Account Enquiry
A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,Account Enquiry
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,Account Enquiry
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,Account Enquiry
There was a transaction this morning that I'd like to reverse.,Account Enquiry
What do I have to do to cancel a transfer?,Account Enquiry
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",Account Enquiry
please cancel the transaction,Account Enquiry
What is the max amount of top-ups?,Usage Issue
Are top-ups unlimited?,Usage Issue
Can I increase my top-up maximum?,Usage Issue
Can I top-up any amount?,Usage Issue
What's the limit to how much I can top up?,Usage Issue
Would I be able to top up as much as I can?,Usage Issue
Do I have a limit to the number of top-ups per day?,Usage Issue
need to know if there is a maximum i can top up,Usage Issue
How many top-ups am I allowed to do?,Usage Issue
How much is ok for me to top up with?,Usage Issue
What is the maximum I can top up?,Usage Issue
what is the most money i can top up?,Usage Issue
Are there any top-up limits?,Usage Issue
Is there a limit to the top-ups someone can do?,Usage Issue
What is the greatest number of times that I can top-up?,Usage Issue
Tell me if there is a limit to top-up.,Usage Issue
Is there a top-up limit that I have to stay under during a given period of time?,Usage Issue
How much am I allowed to top-up?,Usage Issue
Is there a limit on how much I can top up?,Usage Issue
Is there a limit to how much I can top-up?,Usage Issue
Is there a limit for the amount I can top up?,Usage Issue
what is the limit for top-ups?,Usage Issue
How much can I top up in a day?,Usage Issue
Do top-ups have limits?,Usage Issue
Is there a limit to how much I can top up?,Usage Issue
Please tell me the limit to topping-up.,Usage Issue
Do top-up limits exist?,Usage Issue
I would like to know how much I can top-up.,Usage Issue
Whats the limit on my top up,Usage Issue
Are there any top-up limits that I must follow?,Usage Issue
Can I top-up any amount I wish on any given day?,Usage Issue
Is topping up unlimited?,Usage Issue
What is the highest amount of top ups I'm allowed?,Usage Issue
is there a limit for top up?,Usage Issue
Can I set my own top-up limit?,Usage Issue
What are the rules for a top-up?,Usage Issue
How often can I top up?,Usage Issue
What is the highest amount I can top-up?,Usage Issue
What is the most that I can top-up to a card?,Usage Issue
What limits are the to top-ups?,Usage Issue
How many times can I make a top-up?,Usage Issue
Whats the max I can top up,Usage Issue
What is the maximum top up?,Usage Issue
What is the top-up limit for my card?,Usage Issue
Tell me if there is a top-up limit.,Usage Issue
What number of times can I top-up?,Usage Issue
is there a limit to top up,Usage Issue
What's the maximum amount I can top up my card with please?,Usage Issue
How can I information on my limit for top-ups?,Usage Issue
It seems I need to get information on limits for top-ups.,Usage Issue
Are there any top-up limits involved?,Usage Issue
What is my top-up limit?,Usage Issue
Are there limits with top-up?,Usage Issue
What is the max top-up?,Usage Issue
What is your maximum top up limit per day?,Usage Issue
"I need to add a serious amount of cash to my card, how do I do that?",Usage Issue
Tell me about the limit for top ups.,Usage Issue
Is there a limit to my top-up?,Usage Issue
Is there a topping up limit?,Usage Issue
Can I create my own top-up limit?,Usage Issue
Can I top up?,Usage Issue
How much could I top up?,Usage Issue
How many top-ups can be approved?,Usage Issue
What is the top-up limit?,Usage Issue
Do you limit my top-offs?,Usage Issue
Is the top-up amount unlimited?,Usage Issue
How many top-ups can I use?,Usage Issue
Is there a maximum for top-ups?,Usage Issue
Will you set a limit to my top-up?,Usage Issue
Is there a top-up limit?,Usage Issue
How often am I able to top-up?,Usage Issue
Can someone please tell me how much I can top-up?,Usage Issue
What is the maximum for top-ups?,Usage Issue
Do you have any top-up limits?,Usage Issue
Do top-ups have a limit?,Usage Issue
Can I top up any amount?,Usage Issue
Can I use as many top-ups as I want?,Usage Issue
Do I need to use a limit on top-ups?,Usage Issue
What amount can I top-up?,Usage Issue
Can you tell me the limit for top ups?,Usage Issue
I need someone to assist me with explaining how much I can top-up.,Usage Issue
What is the most I can top-up?,Usage Issue
Is there a limit for top ups?,Usage Issue
What is the max I can top up?,Usage Issue
How often can I top up my account?,Usage Issue
What's the amount that I can top-up?,Usage Issue
Do you limit my top-ups?,Usage Issue
is there a limit on top ups,Usage Issue
What is the top-up limit on my cards?,Usage Issue
What's my limit for topping up?,Usage Issue
what are limits to top up,Usage Issue
Is there any amount in which I would get cut off from topping up?,Usage Issue
How much is the limit for top-ups?,Usage Issue
How much can I top up on my card?,Usage Issue
limits on top ups,Usage Issue
What is the daily limit on my card?,Usage Issue
What's the top-up limit?,Usage Issue
Why did I only receive a partial amount of what I tried to withdraw?,Usage Issue
my atm transaction was wrong,Usage Issue
why did i only get 20.00,Usage Issue
Why is my cash request and the amount I received different?,Usage Issue
"I tried to withdraw $100, all it gave me was $20.",Usage Issue
The ATM didn't give me enough money.,Usage Issue
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,Usage Issue
I didn't get the all the cash i wanted from the atm,Usage Issue
I received $20 but I entered $100,Usage Issue
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",Usage Issue
